;AnoMes;Municipio_Ibge;Municipio;Estado_Ibge;Estado;Sigla_Regiao;Regiao;VL_PagadorPF;QT_PagadorPF;VL_PagadorPJ;QT_PagadorPJ;VL_RecebedorPF;QT_RecebedorPF;VL_RecebedorPJ;QT_RecebedorPJ;QT_PES_PagadorPF;QT_PES_PagadorPJ;QT_PES_RecebedorPF;QT_PES_RecebedorPJ;data
684;202202;4315057,0;PORTO MAUÁ;43,0;RIO GRANDE DO SUL;SU;SUL;944617,41;3609;983647,33;262;921078,84;2328;1381005,01;567;456;30;427;31;2022-02-01
685;202202;3304201,0;RESENDE;33,0;RIO DE JANEIRO;SE;SUDESTE;174540561,87;676326;98124473,19;176674;177517313,24;579402;226228674,65;1068020;58434;3974;58093;3770;2022-02-01
686;202202;2914604,0;IRECÊ;29,0;BAHIA;NE;NORDESTE;113454053,87;363939;45369605,53;27994;115239616,85;333122;48608925,34;75729;27035;1935;28834;1930;2022-02-01
687;202202;4216008,0;SÃO CARLOS;42,0;SANTA CATARINA;SU;SUL;8146032,64;22325;6928564,06;3988;8348690,7;15295;7720253,7;8256;2893;428;2573;458;2022-02-01
688;202202;4107736,0;FERNANDES PINHEIRO;41,0;PARANÁ;SU;SUL;3685107,94;11441;2033479,62;934;3439556,61;8648;1754589,67;1563;1386;78;1349;75;2022-02-01
689;202202;5107750,0;SALTO DO CÉU;51,0;MATO GROSSO;CO;CENTRO-OESTE;3300236,58;8523;802397,25;458;2885617,18;5608;781780,27;1318;1063;54;933;52;2022-02-01
690;202202;2101301,0;BACURI;21,0;MARANHÃO;NE;NORDESTE;6793950,72;48269;1446280,84;1099;6804188,75;41706;1196550,89;1997;3560;60;3710;55;2022-02-01
691;202202;2801108,0;CANHOBA;28,0;SERGIPE;NE;NORDESTE;1495165,43;7837;120738,87;90;1506154,04;7196;150957,01;85;766;6;812;5;2022-02-01
692;202202;2607307,0;IPUBI;26,0;PERNAMBUCO;NE;NORDESTE;19519118,42;76574;3986819,48;3019;20557349,26;66300;5404184,09;7030;6438;213;6460;208;2022-02-01
693;202202;2608503,0;LAGOA DE ITAENGA;26,0;PERNAMBUCO;NE;NORDESTE;12306796,42;62450;5134055,81;1763;14113346,52;59386;8698265,62;4184;5514;133;6071;135;2022-02-01
694;202202;3153301,0;PRESIDENTE KUBITSCHEK;31,0;MINAS GERAIS;SE;SUDESTE;2153744,74;9648;521342,9;483;1906823,13;7913;565538,44;762;835;36;918;28;2022-02-01
695;202202;1200427,0;RODRIGUES ALVES;12,0;ACRE;NO;NORTE;3363214,7;20093;547971,49;496;3554161,83;16394;440530,76;1051;1841;29;1995;32;2022-02-01
696;202202;4306957,0;ENTRE RIOS DO SUL;43,0;RIO GRANDE DO SUL;SU;SUL;1481162,98;5105;818459,82;546;1480004,19;3356;512974,46;873;718;54;650;59;2022-02-01
697;202202;3518107,0;GUARANTÃ;35,0;SÃO PAULO;SE;SUDESTE;4605164,85;21898;836249,71;1249;5224359,78;18080;1547955,18;2984;2234;124;2159;127;2022-02-01
698;202202;2107506,0;PAÇO DO LUMIAR;21,0;MARANHÃO;NE;NORDESTE;134062469,88;731901;55127554,67;37069;139003793,57;685717;37415153,47;62342;44266;1647;46690;1499;2022-02-01
699;202202;4210308,0;MAJOR VIEIRA;42,0;SANTA CATARINA;SU;SUL;3294788,62;9764;2472796,7;1152;3830597,07;7043;3236924,07;1702;1394;116;1298;124;2022-02-01
700;202202;3511201,0;CATIGUÁ;35,0;SÃO PAULO;SE;SUDESTE;5068641,37;21681;2426131,64;1670;5461311,79;17341;2003706,04;3099;2379;125;2336;120;2022-02-01
701;202202;4318499,0;SÃO JOSÉ DO INHACORÁ;43,0;RIO GRANDE DO SUL;SU;SUL;978521,48;2243;1612570,44;576;838613,0;1559;1556190,92;604;456;65;412;68;2022-02-01
702;202202;1702703,0;AURORA DO TOCANTINS;17,0;TOCANTINS;NO;NORTE;2202401,65;9279;379938,6;437;2354954,51;7184;303657,65;865;738;32;780;29;2022-02-01
703;202202;3204203,0;PIÚMA;32,0;ESPÍRITO SANTO;SE;SUDESTE;23183598,13;101591;14070747,7;10091;25141466,54;93593;13417513,91;26857;7875;748;7988;718;2022-02-01
704;202202;5006309,0;PARANAÍBA;50,0;MATO GROSSO DO SUL;CO;CENTRO-OESTE;68153545,75;171536;40360536,16;15481;69934640,44;144247;37699385,21;36324;14761;1060;15052;1107;2022-02-01
705;202202;4124707,0;SÃO JERÔNIMO DA SERRA;41,0;PARANÁ;SU;SUL;7707890,09;24414;2348865,5;1618;7316813,64;20292;2530280,8;2741;2730;165;2727;164;2022-02-01
706;202202;3126109,0;FORMIGA;31,0;MINAS GERAIS;SE;SUDESTE;93136440,41;260875;66920911,06;26492;96304272,34;219303;63508456,13;58837;24973;2370;24609;2351;2022-02-01
707;202202;2305100,0;GUARAMIRANGA;23,0;CEARÁ;NE;NORDESTE;5176547,55;27275;1630930,2;1586;6202927,85;26321;1375144,59;2386;2099;123;2298;96;2022-02-01
708;202202;4320602,0;SEVERIANO DE ALMEIDA;43,0;RIO GRANDE DO SUL;SU;SUL;1993278,64;4689;1272281,39;542;2300061,5;3332;900326,05;954;809;84;691;93;2022-02-01
709;202202;2207801,0;PAULISTANA;22,0;PIAUÍ;NE;NORDESTE;13750107,11;67546;4530272,75;3418;14030121,89;58941;5395458,73;10714;5402;211;6131;238;2022-02-01
710;202202;1302108,0;JAPURÁ;13,0;AMAZONAS;NO;NORTE;4843731,76;7227;5603216,92;1107;4707636,04;4036;5205347,62;531;509;32;528;33;2022-02-01
711;202202;3555356,0;UBARANA;35,0;SÃO PAULO;SE;SUDESTE;4060122,98;17234;1438842,78;976;4909918,53;15548;1680530,79;1704;1733;79;1819;69;2022-02-01
712;202202;4122008,0;RIO AZUL;41,0;PARANÁ;SU;SUL;6677757,0;19554;4824204,2;3017;6467773,28;13962;6596239,03;4404;2540;293;2264;305;2022-02-01
713;202202;3304508,0;RIO DAS FLORES;33,0;RIO DE JANEIRO;SE;SUDESTE;5591088,56;29472;1518730,89;1442;5704281,54;24940;2869364,49;2361;2805;124;2754;130;2022-02-01
714;202202;3504800,0;BÁLSAMO;35,0;SÃO PAULO;SE;SUDESTE;21466657,24;34862;13360553,99;4053;14130166,68;30011;11133861,39;6052;3060;302;3018;284;2022-02-01
715;202202;4304622,0;CAPÃO BONITO DO SUL;43,0;RIO GRANDE DO SUL;SU;SUL;832616,9;2370;521765,72;558;717598,04;1204;299064,81;427;313;26;277;27;2022-02-01
716;202202;3302205,0;ITAPERUNA;33,0;RIO DE JANEIRO;SE;SUDESTE;113397155,85;393284;107268640,28;43093;115910799,74;335259;109575542,72;108524;34071;2940;34961;2765;2022-02-01
717;202202;4310363,0;IMIGRANTE;43,0;RIO GRANDE DO SUL;SU;SUL;1862653,35;6116;2302529,16;997;1550981,63;4193;5232434,14;1663;858;100;673;96;2022-02-01
718;202202;4106407,0;CORNÉLIO PROCÓPIO;41,0;PARANÁ;SU;SUL;60294459,8;187628;53251726,97;24782;64335556,9;152282;60447122,07;44283;18032;1712;18186;1692;2022-02-01
719;202202;2932903,0;VALENÇA;29,0;BAHIA;NE;NORDESTE;99407082,16;445205;28065588,41;20071;105775796,0;421180;32799000,33;50325;30690;1418;33268;1464;2022-02-01
720;202202;4120507,0;PRIMEIRO DE MAIO;41,0;PARANÁ;SU;SUL;10063613,04;26121;2495006,38;2276;10036063,39;21094;2563491,6;4023;2981;194;2903;204;2022-02-01
721;202202;3162658,0;SÃO JOÃO DO PACUÍ;31,0;MINAS GERAIS;SE;SUDESTE;1718297,81;8844;477887,29;296;1943239,96;7472;307066,2;464;833;22;925;22;2022-02-01
722;202202;3108909,0;BRAZÓPOLIS;31,0;MINAS GERAIS;SE;SUDESTE;11428518,5;43674;3148778,74;3820;11376569,92;36827;3907187,03;8011;4667;327;4627;340;2022-02-01
723;202202;3100609,0;ÁGUA BOA;31,0;MINAS GERAIS;SE;SUDESTE;8757949,23;35594;1140750,63;1111;9021154,43;30346;874188,0;2188;3320;119;3445;130;2022-02-01
724;202202;2931053,0;TANQUE NOVO;29,0;BAHIA;NE;NORDESTE;9444726,37;28089;3597801,57;2012;8506354,2;23787;4327415,97;4100;2906;200;2904;185;2022-02-01
725;202202;4300570,0;ALTO FELIZ;43,0;RIO GRANDE DO SUL;SU;SUL;1364143,58;4652;4153784,68;638;1498269,31;3325;3304702,58;1096;725;71;632;83;2022-02-01
726;202202;3129301,0;IAPU;31,0;MINAS GERAIS;SE;SUDESTE;9264823,52;27363;27132509,78;2678;9461142,69;22727;18161539,54;5784;2951;220;2948;236;2022-02-01
727;202202;2205565,0;LAGOA DO BARRO DO PIAUÍ;22,0;PIAUÍ;NE;NORDESTE;4155284,14;14463;564215,51;468;3517712,06;12981;547861,4;1448;1147;38;1250;42;2022-02-01
728;202202;2303402,0;CARNAUBAL;23,0;CEARÁ;NE;NORDESTE;8373979,24;42211;1259549,24;1417;8761071,66;38716;1583714,57;13983;3802;109;4087;103;2022-02-01
729;202202;2608008,0;JATAÚBA;26,0;PERNAMBUCO;NE;NORDESTE;11010304,05;34478;2839322,48;2072;10950612,57;31761;2640601,29;2900;3324;89;3347;90;2022-02-01
730;202202;4215901,0;SÃO BONIFÁCIO;42,0;SANTA CATARINA;SU;SUL;2032633,68;4831;766690,92;512;2029859,85;3802;1343447,98;951;661;61;598;63;2022-02-01
731;202202;3153103,0;PRESIDENTE BERNARDES;31,0;MINAS GERAIS;SE;SUDESTE;3469847,56;9402;862907,04;614;3257980,53;7371;1584828,09;1048;1081;53;1058;54;2022-02-01
732;202202;3518305,0;GUARAREMA;35,0;SÃO PAULO;SE;SUDESTE;42688095,03;156422;29801542,97;19057;47058996,05;135368;29612511,25;30521;13664;1116;13744;1100;2022-02-01
733;202202;2407401,0;MARTINS;24,0;RIO GRANDE DO NORTE;NE;NORDESTE;5084017,48;26049;3098960,49;1361;4909310,75;22922;2722821,03;3564;2295;98;2299;111;2022-02-01
734;202202;4309951,0;IBIRAPUITÃ;43,0;RIO GRANDE DO SUL;SU;SUL;2350340,52;8186;364708,0;689;1999474,74;5637;347215,18;1620;1097;83;952;92;2022-02-01
735;202202;1505205,0;OEIRAS DO PARÁ;15,0;PARÁ;NO;NORTE;9618280,51;62513;2333933,95;1676;8170113,8;57086;2446296,09;3250;4703;111;4734;111;2022-02-01
736;202202;5007695,0;SÃO GABRIEL DO OESTE;50,0;MATO GROSSO DO SUL;CO;CENTRO-OESTE;46353393,95;117413;22328784,51;13737;49618541,85;90866;30495455,4;26207;11010;985;10677;964;2022-02-01
737;202202;1506351,0;SANTA BÁRBARA DO PARÁ;15,0;PARÁ;NO;NORTE;12458417,16;87177;10038889,08;2831;13448207,35;81690;6860168,33;5080;6121;167;6542;150;2022-02-01
738;202202;4203402,0;CAMPO BELO DO SUL;42,0;SANTA CATARINA;SU;SUL;3606191,9;11111;2368054,62;744;3736936,82;8609;4577103,98;1473;1570;122;1447;140;2022-02-01
739;202202;1502756,0;CONCÓRDIA DO PARÁ;15,0;PARÁ;NO;NORTE;18533692,76;86485;6807277,72;4889;16828962,32;73205;5517297,65;10694;6295;249;6385;253;2022-02-01
740;202202;3508801,0;CAFELÂNDIA;35,0;SÃO PAULO;SE;SUDESTE;17148012,27;61353;13734920,85;6166;18218029,96;50643;13295213,11;11624;5702;460;5583;462;2022-02-01
741;202202;4320552,0;SERTÃO SANTANA;43,0;RIO GRANDE DO SUL;SU;SUL;3640418,9;12754;3670340,49;1326;3749774,39;10039;3238539,32;2239;1550;135;1468;141;2022-02-01
742;202202;3135605,0;JEQUITAÍ;31,0;MINAS GERAIS;SE;SUDESTE;5812400,76;21326;1884160,3;1040;5643217,94;18220;1399633,05;2092;2076;81;2151;76;2022-02-01
743;202202;3302452,0;MACUCO;33,0;RIO DE JANEIRO;SE;SUDESTE;5058427,35;22726;2981160,53;1520;4910326,34;18375;3581162,7;3167;2278;157;2271;171;2022-02-01
744;202202;4212700,0;PETROLÂNDIA;42,0;SANTA CATARINA;SU;SUL;4333896,37;11165;4295675,08;1742;4892540,12;7447;3807582,57;2688;1532;159;1415;166;2022-02-01
745;202202;2804409,0;NEÓPOLIS;28,0;SERGIPE;NE;NORDESTE;11347794,18;56003;5000083,26;2836;11727568,11;48889;3097997,12;3455;4595;142;5163;124;2022-02-01
746;202202;3139102,0;MADRE DE DEUS DE MINAS;31,0;MINAS GERAIS;SE;SUDESTE;4288669,38;10313;998337,61;926;4099288,47;7507;1250260,43;1473;1303;101;1263;79;2022-02-01
747;202202;3140209,0;MARIPÁ DE MINAS;31,0;MINAS GERAIS;SE;SUDESTE;1562529,45;5220;987382,39;609;1846596,15;4573;681935,86;938;658;76;692;65;2022-02-01
748;202202;3531902,0;MORRO AGUDO;35,0;SÃO PAULO;SE;SUDESTE;76593996,17;116838;12236510,16;10673;66797206,38;89788;11706912,17;22962;10457;813;10401;786;2022-02-01
749;202202;3300936,0;CARAPEBUS;33,0;RIO DE JANEIRO;SE;SUDESTE;12289789,57;57296;6168840,54;3192;12721842,29;49352;5596956,25;6921;4811;223;4771;222;2022-02-01
750;202202;1100098,0;ESPIGÃO D'OESTE;11,0;RONDÔNIA;NO;NORTE;39254894,98;110475;24185034,9;12364;39238230,52;83466;22383055,85;26132;10007;754;9859;736;2022-02-01
751;202202;3510005,0;CÂNDIDO MOTA;35,0;SÃO PAULO;SE;SUDESTE;33400461,61;102217;44840629,61;10992;36061549,03;82312;40394954,49;20503;10328;783;10456;757;2022-02-01
752;202202;4106555,0;CORUMBATAÍ DO SUL;41,0;PARANÁ;SU;SUL;2749809,66;9292;1453944,27;960;2626658,6;6839;1268371,73;1532;1064;74;1086;70;2022-02-01
753;202202;2308807,0;MORAÚJO;23,0;CEARÁ;NE;NORDESTE;2907761,44;17470;453600,05;352;2789938,17;17357;449435,28;1237;1719;33;1724;34;2022-02-01
754;202202;4315321,0;QUEVEDOS;43,0;RIO GRANDE DO SUL;SU;SUL;1341706,43;4525;214614,39;227;932962,81;3119;174425,24;750;608;34;489;40;2022-02-01
755;202202;4312252,0;MINAS DO LEÃO;43,0;RIO GRANDE DO SUL;SU;SUL;4919751,5;22865;11920497,65;2596;4934194,84;17910;6960888,43;2978;2472;179;2345;175;2022-02-01
756;202202;2920007,0;MAIQUINIQUE;29,0;BAHIA;NE;NORDESTE;5728808,67;23713;1601239,72;1121;6067487,36;20713;809668,65;1961;2157;91;2388;89;2022-02-01
757;202202;4307815,0;ESTRELA VELHA;43,0;RIO GRANDE DO SUL;SU;SUL;1423080,28;4522;909060,61;297;970216,47;2844;2798352,02;441;642;42;542;39;2022-02-01
758;202202;3131208,0;IPANEMA;31,0;MINAS GERAIS;SE;SUDESTE;17758146,63;60313;20851097,82;4703;17035254,68;50532;23403212,29;14030;5906;480;5693;488;2022-02-01
759;202202;2601607,0;BELÉM DO SÃO FRANCISCO;26,0;PERNAMBUCO;NE;NORDESTE;15243091,31;86261;4246766,05;2401;15673240,29;73839;2890101,42;6233;6165;155;6253;150;2022-02-01
760;202202;4318804,0;SÃO LOURENÇO DO SUL;43,0;RIO GRANDE DO SUL;SU;SUL;26315042,51;85766;60581666,52;8193;27387766,33;72576;54074386,51;18612;10371;798;10200;817;2022-02-01
761;202202;3554953,0;TUIUTI;35,0;SÃO PAULO;SE;SUDESTE;4751257,2;17370;2145135,57;1621;5321838,51;15106;1508199,55;2004;1860;131;1861;109;2022-02-01
762;202202;2919801,0;MACAÚBAS;29,0;BAHIA;NE;NORDESTE;19933882,79;72298;3165423,6;2652;20071835,58;59487;3676818,19;6543;7507;307;8025;344;2022-02-01
763;202202;2100204,0;ALCÂNTARA;21,0;MARANHÃO;NE;NORDESTE;7342291,0;53169;789830,49;978;7141045,77;47379;1537340,51;2341;3867;67;4096;73;2022-02-01
764;202202;4206702,0;HERVAL D'OESTE;42,0;SANTA CATARINA;SU;SUL;17230820,46;54603;10085355,49;6259;18312225,0;43287;7332763,96;9942;6738;563;6660;562;2022-02-01
765;202202;3523404,0;ITATIBA;35,0;SÃO PAULO;SE;SUDESTE;206832515,98;575830;186578151,12;60157;219104089,15;482743;183078457,43;107571;54960;4383;53957;4129;2022-02-01
766;202202;4305108,0;CAXIAS DO SUL;43,0;RIO GRANDE DO SUL;SU;SUL;698090340,78;2006876;972328779,26;264913;740037266,02;1652891;1018596680,91;480820;216481;22036;209875;21290;2022-02-01
767;202202;2801009,0;CAMPO DO BRITO;28,0;SERGIPE;NE;NORDESTE;19416942,24;49055;4697006,06;3108;19528681,23;47576;4560961,53;6377;3983;189;4235;185;2022-02-01
768;202202;2202091,0;CALDEIRÃO GRANDE DO PIAUÍ;22,0;PIAUÍ;NE;NORDESTE;2037521,13;8782;113127,7;133;1863737,36;7834;464101,48;318;833;16;916;16;2022-02-01
769;202202;2111953,0;SUCUPIRA DO RIACHÃO;21,0;MARANHÃO;NE;NORDESTE;1918399,71;11887;177078,31;221;2053919,64;9983;207470,78;718;810;14;933;13;2022-02-01
770;202202;4217956,0;TIGRINHOS;42,0;SANTA CATARINA;SU;SUL;620930,87;2134;751866,86;315;669847,22;1597;693511,11;508;356;40;276;42;2022-02-01
771;202202;3155207,0;RIO ESPERA;31,0;MINAS GERAIS;SE;SUDESTE;2797009,86;8375;1261098,07;394;2967975,03;7232;941202,66;387;1026;25;1110;40;2022-02-01
772;202202;1506138,0;REDENÇÃO;15,0;PARÁ;NO;NORTE;193169994,59;599105;64609694,96;45614;194192315,66;500483;71474183,37;121603;39441;2154;40994;2136;2022-02-01
773;202202;2901957,0;APUAREMA;29,0;BAHIA;NE;NORDESTE;4755716,23;22540;887084,46;1001;4963435,71;21898;712733,46;2209;1667;70;1815;67;2022-02-01
774;202202;2201960,0;BRASILEIRA;22,0;PIAUÍ;NE;NORDESTE;4510331,53;17354;514252,97;482;3896360,44;13856;712547,72;681;1541;47;1716;34;2022-02-01
775;202202;5007703,0;SETE QUEDAS;50,0;MATO GROSSO DO SUL;CO;CENTRO-OESTE;12859854,89;29852;6080136,13;2983;12447737,96;23059;5836303,42;5085;2901;203;2752;201;2022-02-01
776;202202;3152402,0;POTÉ;31,0;MINAS GERAIS;SE;SUDESTE;9854305,66;36279;2241026,08;1486;10624148,16;30305;1914334,55;3395;3599;159;3818;165;2022-02-01
777;202202;4205191,0;ERMO;42,0;SANTA CATARINA;SU;SUL;2323859,26;4662;34384043,79;1875;1858228,56;3531;31509532,89;822;610;49;575;44;2022-02-01
778;202202;2912202,0;IBICOARA;29,0;BAHIA;NE;NORDESTE;15000870,81;56175;3360532,74;2650;15746310,98;49403;4778454,58;6317;5407;224;5547;225;2022-02-01
779;202202;1303536,0;PRESIDENTE FIGUEIREDO;13,0;AMAZONAS;NO;NORTE;25895252,4;183652;7670396,32;7415;25610455,64;158305;8225468,76;18899;10949;407;11374;403;2022-02-01
780;202202;4108502,0;GENERAL CARNEIRO;41,0;PARANÁ;SU;SUL;8529379,24;30205;12673696,73;4555;8880707,59;23305;11853869,25;7566;3319;339;3383;362;2022-02-01
781;202202;2609709,0;OROBÓ;26,0;PERNAMBUCO;NE;NORDESTE;12567327,17;47662;1463231,63;1703;12813868,96;47861;1529095,81;3363;4644;142;4980;133;2022-02-01
782;202202;2401107,0;AREIA BRANCA;24,0;RIO GRANDE DO NORTE;NE;NORDESTE;23193579,5;128280;17947663,0;6821;23124209,0;110284;21487327,63;11544;9224;343;9476;327;2022-02-01
783;202202;2310852,0;PINDORETAMA;23,0;CEARÁ;NE;NORDESTE;17911022,82;90317;7114555,71;5388;18925147,8;86618;5677861,66;9547;6886;282;7148;249;2022-02-01
784;202202;2102804,0;CAROLINA;21,0;MARANHÃO;NE;NORDESTE;24781135,71;116477;4855319,87;4390;23766999,64;102326;5733259,31;12252;8267;279;8465;273;2022-02-01
785;202202;2202026,0;BURITI DOS MONTES;22,0;PIAUÍ;NE;NORDESTE;3395030,98;19396;281548,73;478;3231363,6;16063;333814,6;1359;1617;51;1685;37;2022-02-01
786;202202;2807006,0;SÃO MIGUEL DO ALEIXO;28,0;SERGIPE;NE;NORDESTE;2466757,72;6116;151418,81;104;2272909,17;5125;91619,72;77;584;14;673;10;2022-02-01
787;202202;3144607,0;NEPOMUCENO;31,0;MINAS GERAIS;SE;SUDESTE;19788671,81;65826;15888574,2;5678;20286677,21;54406;12657062,37;11100;6860;531;6863;552;2022-02-01
788;202202;4211751,0;OTACÍLIO COSTA;42,0;SANTA CATARINA;SU;SUL;17738434,11;58446;13283500,53;8777;18361044,81;43023;20723906,16;15652;5970;627;5737;639;2022-02-01
789;202202;4109401,0;GUARAPUAVA;41,0;PARANÁ;SU;SUL;253778490,99;727535;222750714,69;109245;275528122,67;598048;222339117,0;180965;71034;6535;71704;6230;2022-02-01
790;202202;1716505,0;PEDRO AFONSO;17,0;TOCANTINS;NO;NORTE;20607709,84;72669;23947200,12;6341;22387955,56;57196;34958431,04;13961;5494;341;5467;355;2022-02-01
791;202202;2922409,0;MUTUÍPE;29,0;BAHIA;NE;NORDESTE;11835457,31;55265;4950300,69;2005;12813457,0;50673;4798439,03;3321;5059;204;5213;180;2022-02-01
792;202202;3541653,0;QUADRA;35,0;SÃO PAULO;SE;SUDESTE;3855390,6;10517;3191389,0;754;4664381,16;8004;2901258,11;1545;955;60;981;59;2022-02-01
793;202202;3301504,0;CORDEIRO;33,0;RIO DE JANEIRO;SE;SUDESTE;18694728,44;75441;7604078,8;6030;19157895,53;61303;7209767,04;12862;7366;502;7284;524;2022-02-01
794;202202;4202859,0;BRAÇO DO TROMBUDO;42,0;SANTA CATARINA;SU;SUL;2978138,74;9224;2364247,66;1007;2938011,83;5629;4032700,37;2954;1114;117;981;121;2022-02-01
795;202202;1100346,0;ALVORADA D'OESTE;11,0;RONDÔNIA;NO;NORTE;15936275,59;49288;5076926,09;3213;14691604,6;36080;2879175,24;10444;4783;242;4617;269;2022-02-01
796;202202;4108205,0;FORMOSA DO OESTE;41,0;PARANÁ;SU;SUL;7715814,62;22013;3288651,21;2559;7537506,19;17131;2809511,47;5437;2360;212;2166;215;2022-02-01
797;202202;3124005,0;ERVÁLIA;31,0;MINAS GERAIS;SE;SUDESTE;8956288,59;28632;4153005,17;2834;8798453,03;22067;3960426,64;6201;3873;332;3653;364;2022-02-01
798;202202;3136009,0;JOAÍMA;31,0;MINAS GERAIS;SE;SUDESTE;8454824,61;38837;821854,98;553;8370112,06;33814;1172896,82;2060;3435;68;3554;94;2022-02-01
799;202202;4122107,0;RIO BOM;41,0;PARANÁ;SU;SUL;2452237,41;7350;611058,71;513;2453662,03;6056;390179,41;725;910;60;869;58;2022-02-01
800;202202;2706307,0;PALMEIRA DOS ÍNDIOS;27,0;ALAGOAS;NE;NORDESTE;54495764,55;220311;18468034,73;13261;55024121,29;194514;16644519,53;21441;17544;800;19502;767;2022-02-01
801;202202;2104404,0;GONÇALVES DIAS;21,0;MARANHÃO;NE;NORDESTE;9029945,43;43464;1098970,57;1150;8295403,67;37419;2400535,64;4165;3455;83;3435;85;2022-02-01
802;202202;4319307,0;SÃO PAULO DAS MISSÕES;43,0;RIO GRANDE DO SUL;SU;SUL;2655155,07;8437;636981,28;533;2613587,06;5562;529500,39;1285;1223;76;1161;86;2022-02-01
803;202202;4207601,0;IPIRA;42,0;SANTA CATARINA;SU;SUL;2822016,88;8145;1841456,76;985;3056453,76;6468;1932464,35;2002;1191;119;1091;128;2022-02-01
804;202202;3114600,0;CARRANCAS;31,0;MINAS GERAIS;SE;SUDESTE;2617769,51;8549;658062,11;808;2654233,04;6685;897261,45;1220;1112;104;1054;102;2022-02-01
805;202202;2925600,0;PRESIDENTE DUTRA;29,0;BAHIA;NE;NORDESTE;9089606,16;32608;487373,86;682;9039057,69;29212;737808,47;1472;3165;59;3209;60;2022-02-01
806;202202;4120200,0;PORTO RICO;41,0;PARANÁ;SU;SUL;4089347,11;13264;3153599,51;2993;4589863,61;12159;3212426,36;7218;1095;172;1126;158;2022-02-01
807;202202;3151800,0;POÇOS DE CALDAS;31,0;MINAS GERAIS;SE;SUDESTE;241923525,1;743496;185130043,47;125843;257972173,44;634319;165610309,6;160082;69498;6571;69442;6326;2022-02-01
808;202202;2909109,0;CORIBE;29,0;BAHIA;NE;NORDESTE;9780792,62;36060;2420702,55;1572;9749608,77;30495;1368068,33;2579;3368;115;3576;102;2022-02-01
809;202202;3114501,0;CARMÓPOLIS DE MINAS;31,0;MINAS GERAIS;SE;SUDESTE;15759362,22;48488;15102970,12;5394;17193708,07;91148;8375790,58;11172;4826;512;4747;542;2022-02-01
810;202202;2706703,0;PENEDO;27,0;ALAGOAS;NE;NORDESTE;49191856,79;219547;8239049,48;9199;46727424,18;194783;10225038,54;20442;17567;658;19154;617;2022-02-01
811;202202;3141603,0;MERCÊS;31,0;MINAS GERAIS;SE;SUDESTE;4821929,1;19499;2111075,33;1080;5406899,71;18107;2208070,35;2550;2149;162;2166;146;2022-02-01
812;202202;5221502,0;TURVÂNIA;52,0;GOIÁS;CO;CENTRO-OESTE;5751543,88;17290;785195,25;922;6118707,2;13979;1059115,32;3061;1350;68;1483;71;2022-02-01
813;202202;3105905,0;BARROSO;31,0;MINAS GERAIS;SE;SUDESTE;15727252,68;55460;12686998,51;4789;16389875,73;45002;14182115,31;9088;6205;452;6033;455;2022-02-01
814;202202;2311108,0;PORTEIRAS;23,0;CEARÁ;NE;NORDESTE;7684058,22;31022;1056292,44;708;7315466,17;28114;752972,37;1312;2928;64;3123;60;2022-02-01
815;202202;3156502,0;RUBELITA;31,0;MINAS GERAIS;SE;SUDESTE;3374972,69;12960;435025,14;234;3478924,09;11631;322022,63;266;1260;25;1358;27;2022-02-01
816;202202;2920106,0;MAIRI;29,0;BAHIA;NE;NORDESTE;10912282,63;49348;1293409,65;1207;10890668,32;42726;1112785,6;3393;4322;129;4489;129;2022-02-01
817;202202;5005251,0;LAGUNA CARAPÃ;50,0;MATO GROSSO DO SUL;CO;CENTRO-OESTE;9555247,62;19601;1287527,77;1343;5648366,65;12553;1746999,38;3718;1970;136;1741;136;2022-02-01
818;202202;3557154,0;ZACARIAS;35,0;SÃO PAULO;SE;SUDESTE;2173623,53;7452;1941348,48;665;2688296,38;6356;1649150,39;876;810;51;798;52;2022-02-01
819;202202;4118709,0;PAULO FRONTIN;41,0;PARANÁ;SU;SUL;3354229,54;9448;2721427,7;1271;4262996,06;6956;3317579,5;2153;1272;136;1187;152;2022-02-01
820;202202;4217709,0;SOMBRIO;42,0;SANTA CATARINA;SU;SUL;35740386,22;113682;48113436,34;18567;40560411,24;99373;42783096,43;35033;10966;1399;11158;1348;2022-02-01
821;202202;4317806,0;SANTO AUGUSTO;43,0;RIO GRANDE DO SUL;SU;SUL;12033829,9;37266;8596643,59;3577;10486231,41;26670;9601581,72;9103;4385;376;4147;392;2022-02-01
822;202202;4314472,0;PINHAL GRANDE;43,0;RIO GRANDE DO SUL;SU;SUL;2055190,76;6770;288882,56;232;1905761,88;4470;216260,75;536;968;42;843;49;2022-02-01
823;202202;4307831,0;EUGÊNIO DE CASTRO;43,0;RIO GRANDE DO SUL;SU;SUL;1552544,77;4811;10135493,43;468;1977185,48;2819;10749533,94;755;701;45;577;50;2022-02-01
824;202202;3203320,0;MARATAÍZES;32,0;ESPÍRITO SANTO;SE;SUDESTE;49761680,63;191432;16733005,5;19775;51237326,17;181103;14734436,92;44684;14529;1154;14665;1121;2022-02-01
825;202202;4126256,0;SARANDI;41,0;PARANÁ;SU;SUL;126735778,87;443208;83451622,53;60086;149640849,88;405931;106641722,35;87113;39829;3545;42688;3351;2022-02-01
