;Indicador;Data;Reuniao;Media;Mediana;DesvioPadrao;Minimo;Maximo;numeroRespondentes;baseCalculo
2603;Selic;2024-07-18;R7/2025;9,7438;9,75;0,6894;7,5;12,5;128;0
2604;Selic;2024-07-18;R6/2025;9,8125;9,75;0,7018;7,5;11,5;52;1
2605;Selic;2024-07-18;R6/2025;9,8086;9,75;0,6713;7,5;12,5;128;0
2606;Selic;2024-07-18;R5/2025;9,9135;10,0;0,6502;8,0;11,5;52;1
2607;Selic;2024-07-18;R5/2025;9,9176;9,875;0,6337;8,0;12,5;128;0
2608;Selic;2024-07-18;R4/2025;10,024;10,0;0,5909;8,0;11,5;52;1
2609;Selic;2024-07-18;R4/2025;10,0321;10,0;0,5926;8,0;12,5;128;0
2610;Selic;2024-07-18;R3/2025;10,1635;10,25;0,4949;8,5;11,5;52;1
2611;Selic;2024-07-18;R3/2025;10,1791;10,25;0,5134;8,5;12,5;128;0
2612;Selic;2024-07-18;R2/2025;10,2933;10,5;0,3883;9,0;11,5;52;1
2613;Selic;2024-07-18;R2/2025;10,3053;10,5;0,4226;8,75;12,5;128;0
2614;Selic;2024-07-18;R1/2025;10,4087;10,5;0,2731;9,5;11,5;52;1
2615;Selic;2024-07-18;R1/2025;10,4102;10,5;0,3391;9,0;12,5;128;0
2616;Selic;2024-07-18;R8/2024;10,4907;10,5;0,144;10,0;11,25;54;1
2617;Selic;2024-07-18;R8/2024;10,4885;10,5;0,2417;9,5;12,5;135;0
2618;Selic;2024-07-18;R7/2024;10,5047;10,5;0,0766;10,25;11,0;53;1
2619;Selic;2024-07-18;R7/2024;10,5;10,5;0,1657;10,0;12,0;132;0
2620;Selic;2024-07-18;R6/2024;10,5047;10,5;0,034;10,5;10,75;53;1
2621;Selic;2024-07-18;R6/2024;10,5038;10,5;0,102;10,25;11,5;132;0
2622;Selic;2024-07-18;R5/2024;10,5;10,5;0,0;10,5;10,5;53;1
2623;Selic;2024-07-18;R5/2024;10,5019;10,5;0,0486;10,25;11,0;132;0
2624;Selic;2024-07-17;R4/2026;9,3;9,375;0,7969;7,5;11,5;30;1
2625;Selic;2024-07-17;R4/2026;9,3403;9,25;0,7679;7,5;12,5;83;0
2626;Selic;2024-07-17;R3/2026;9,3654;9,5;0,7862;7,5;11,5;39;1
2627;Selic;2024-07-17;R3/2026;9,4134;9,5;0,7675;7,5;12,5;110;0
2628;Selic;2024-07-17;R2/2026;9,439;9,5;0,7424;7,5;11,5;41;1
2629;Selic;2024-07-17;R2/2026;9,4753;9,5;0,7474;7,5;12,5;113;0
2630;Selic;2024-07-17;R1/2026;9,5305;9,5;0,7329;7,5;11,5;41;1
2631;Selic;2024-07-17;R1/2026;9,55;9,5;0,7487;7,5;12,5;114;0
2632;Selic;2024-07-17;R8/2025;9,7594;9,75;0,7186;7,5;11,5;53;1
2633;Selic;2024-07-17;R8/2025;9,7008;9,5;0,7239;7,5;12,5;133;0
2634;Selic;2024-07-17;R7/2025;9,79;9,75;0,706;7,5;11,5;50;1
2635;Selic;2024-07-17;R7/2025;9,7535;9,75;0,6969;7,5;12,5;129;0
2636;Selic;2024-07-17;R6/2025;9,855;9,75;0,6984;7,5;11,5;50;1
2637;Selic;2024-07-17;R6/2025;9,8179;9,75;0,6782;7,5;12,5;129;0
2638;Selic;2024-07-17;R5/2025;9,955;10,0;0,6455;8,0;11,5;50;1
2639;Selic;2024-07-17;R5/2025;9,926;10,0;0,6384;8,0;12,5;129;0
2640;Selic;2024-07-17;R4/2025;10,06;10,25;0,5864;8,0;11,5;50;1
2641;Selic;2024-07-17;R4/2025;10,0396;10,0;0,5964;8,0;12,5;129;0
2642;Selic;2024-07-17;R3/2025;10,2;10,5;0,4822;8,5;11,5;50;1
2643;Selic;2024-07-17;R3/2025;10,1874;10,25;0,5153;8,5;12,5;129;0
2644;Selic;2024-07-17;R2/2025;10,33;10,5;0,3689;9,0;11,5;50;1
2645;Selic;2024-07-17;R2/2025;10,3165;10,5;0,4251;8,75;12,5;129;0
2646;Selic;2024-07-17;R1/2025;10,43;10,5;0,2551;9,5;11,5;50;1
2647;Selic;2024-07-17;R1/2025;10,4128;10,5;0,3391;9,0;12,5;129;0
2648;Selic;2024-07-17;R8/2024;10,4953;10,5;0,1415;10,0;11,25;53;1
2649;Selic;2024-07-17;R8/2024;10,4849;10,5;0,2444;9,5;12,5;136;0
2650;Selic;2024-07-17;R7/2024;10,5048;10,5;0,0774;10,25;11,0;52;1
2651;Selic;2024-07-17;R7/2024;10,4981;10,5;0,1665;10,0;12,0;133;0
2652;Selic;2024-07-17;R6/2024;10,5048;10,5;0,0343;10,5;10,75;52;1
2653;Selic;2024-07-17;R6/2024;10,5038;10,5;0,1016;10,25;11,5;133;0
2654;Selic;2024-07-17;R5/2024;10,5;10,5;0,0;10,5;10,5;52;1
2655;Selic;2024-07-17;R5/2024;10,5019;10,5;0,0484;10,25;11,0;133;0
2656;Selic;2024-07-16;R4/2026;9,2903;9,0;0,7623;7,5;11,5;31;1
2657;Selic;2024-07-16;R4/2026;9,3333;9,25;0,7758;7,5;12,5;81;0
2658;Selic;2024-07-16;R3/2026;9,3452;9,25;0,7519;7,5;11,5;42;1
2659;Selic;2024-07-16;R3/2026;9,4095;9,4875;0,7739;7,5;12,5;108;0
2660;Selic;2024-07-16;R2/2026;9,4148;9,5;0,7209;7,5;11,5;44;1
2661;Selic;2024-07-16;R2/2026;9,4726;9,5;0,7536;7,5;12,5;111;0
2662;Selic;2024-07-16;R1/2026;9,5114;9,5;0,717;7,5;11,5;44;1
2663;Selic;2024-07-16;R1/2026;9,5487;9,5;0,7551;7,5;12,5;112;0
2664;Selic;2024-07-16;R8/2025;9,7455;9,5;0,7188;7,5;11,5;56;1
2665;Selic;2024-07-16;R8/2025;9,7;9,5;0,7294;7,5;12,5;131;0
2666;Selic;2024-07-16;R7/2025;9,7689;9,75;0,7085;7,5;11,5;53;1
2667;Selic;2024-07-16;R7/2025;9,7516;9,75;0,702;7,5;12,5;127;0
2668;Selic;2024-07-16;R6/2025;9,8302;9,75;0,6983;7,5;11,5;53;1
2669;Selic;2024-07-16;R6/2025;9,815;9,75;0,6824;7,5;12,5;127;0
2670;Selic;2024-07-16;R5/2025;9,9434;10,0;0,6325;8,0;11,5;53;1
2671;Selic;2024-07-16;R5/2025;9,9209;9,75;0,6413;8,0;12,5;127;0
2672;Selic;2024-07-16;R4/2025;10,0566;10,0;0,5718;8,0;11,5;53;1
2673;Selic;2024-07-16;R4/2025;10,0343;10,0;0,5993;8,0;12,5;127;0
2674;Selic;2024-07-16;R3/2025;10,2028;10,25;0,4685;8,5;11,5;53;1
2675;Selic;2024-07-16;R3/2025;10,1825;10,25;0,5178;8,5;12,5;127;0
2676;Selic;2024-07-16;R2/2025;10,3349;10,5;0,36;9,0;11,5;53;1
2677;Selic;2024-07-16;R2/2025;10,3136;10,5;0,4278;8,75;12,5;127;0
2678;Selic;2024-07-16;R1/2025;10,434;10,5;0,2483;9,5;11,5;53;1
2679;Selic;2024-07-16;R1/2025;10,4114;10,5;0,3416;9,0;12,5;127;0
2680;Selic;2024-07-16;R8/2024;10,4955;10,5;0,1377;10,0;11,25;56;1
2681;Selic;2024-07-16;R8/2024;10,4847;10,5;0,2462;9,5;12,5;134;0
2682;Selic;2024-07-16;R7/2024;10,5045;10,5;0,0752;10,25;11,0;55;1
2683;Selic;2024-07-16;R7/2024;10,4981;10,5;0,1678;10,0;12,0;131;0
2684;Selic;2024-07-16;R6/2024;10,5045;10,5;0,0334;10,5;10,75;55;1
2685;Selic;2024-07-16;R6/2024;10,5038;10,5;0,1024;10,25;11,5;131;0
2686;Selic;2024-07-16;R5/2024;10,5;10,5;0,0;10,5;10,5;55;1
2687;Selic;2024-07-16;R5/2024;10,5019;10,5;0,0488;10,25;11,0;131;0
2688;Selic;2024-07-15;R4/2026;9,2969;9,125;0,7511;7,5;11,5;32;1
2689;Selic;2024-07-15;R4/2026;9,3333;9,25;0,7758;7,5;12,5;81;0
2690;Selic;2024-07-15;R3/2026;9,3409;9,25;0,7368;7,5;11,5;44;1
2691;Selic;2024-07-15;R3/2026;9,4095;9,4875;0,7739;7,5;12,5;108;0
2692;Selic;2024-07-15;R2/2026;9,4076;9,5;0,7078;7,5;11,5;46;1
2693;Selic;2024-07-15;R2/2026;9,4726;9,5;0,7536;7,5;12,5;111;0
2694;Selic;2024-07-15;R1/2026;9,5;9,5;0,7052;7,5;11,5;46;1
2695;Selic;2024-07-15;R1/2026;9,5487;9,5;0,7551;7,5;12,5;112;0
2696;Selic;2024-07-15;R8/2025;9,7193;9,5;0,7088;7,5;11,5;57;1
2697;Selic;2024-07-15;R8/2025;9,6939;9,5;0,7288;7,5;12,5;130;0
2698;Selic;2024-07-15;R7/2025;9,75;9,75;0,6956;7,5;11,5;54;1
2699;Selic;2024-07-15;R7/2025;9,7457;9,75;0,7016;7,5;12,5;126;0
2700;Selic;2024-07-15;R6/2025;9,8194;9,75;0,6862;7,5;11,5;54;1
2701;Selic;2024-07-15;R6/2025;9,8096;9,75;0,6824;7,5;12,5;126;0
2702;Selic;2024-07-15;R5/2025;9,9444;10,0;0,6211;8,0;11,5;54;1
2703;Selic;2024-07-15;R5/2025;9,9163;9,75;0,6418;8,0;12,5;126;0
2704;Selic;2024-07-15;R4/2025;10,0694;10,0;0,5619;8,0;11,5;54;1
2705;Selic;2024-07-15;R4/2025;10,0306;10,0;0,6003;8,0;12,5;126;0
2706;Selic;2024-07-15;R3/2025;10,2176;10,375;0,4616;8,5;11,5;54;1
2707;Selic;2024-07-15;R3/2025;10,18;10,25;0,5191;8,5;12,5;126;0
2708;Selic;2024-07-15;R2/2025;10,3472;10,5;0,3549;9,0;11,5;54;1
2709;Selic;2024-07-15;R2/2025;10,3121;10,5;0,4292;8,75;12,5;126;0
2710;Selic;2024-07-15;R1/2025;10,4398;10,5;0,245;9,5;11,5;54;1
2711;Selic;2024-07-15;R1/2025;10,4107;10,5;0,3428;9,0;12,5;126;0
2712;Selic;2024-07-15;R8/2024;10,4956;10,5;0,1365;10,0;11,25;57;1
2713;Selic;2024-07-15;R8/2024;10,4846;10,5;0,2471;9,5;12,5;133;0
2714;Selic;2024-07-15;R7/2024;10,5045;10,5;0,0746;10,25;11,0;56;1
2715;Selic;2024-07-15;R7/2024;10,4981;10,5;0,1684;10,0;12,0;130;0
2716;Selic;2024-07-15;R6/2024;10,5045;10,5;0,0331;10,5;10,75;56;1
2717;Selic;2024-07-15;R6/2024;10,5038;10,5;0,1028;10,25;11,5;130;0
2718;Selic;2024-07-15;R5/2024;10,5;10,5;0,0;10,5;10,5;56;1
2719;Selic;2024-07-15;R5/2024;10,5019;10,5;0,049;10,25;11,0;130;0
2720;Selic;2024-07-12;R4/2026;9,25;9,0;0,7297;7,5;11,5;27;1
2721;Selic;2024-07-12;R4/2026;9,3333;9,25;0,7728;7,5;12,5;78;0
2722;Selic;2024-07-12;R3/2026;9,3446;9,25;0,6812;7,5;11,5;37;1
2723;Selic;2024-07-12;R3/2026;9,4367;9,5;0,8228;7,5;12,5;115;0
2724;Selic;2024-07-12;R2/2026;9,4103;9,5;0,6516;7,5;11,5;39;1
2725;Selic;2024-07-12;R2/2026;9,4933;9,5;0,8029;7,5;12,5;118;0
2726;Selic;2024-07-12;R1/2026;9,5064;9,5;0,6492;7,5;11,5;39;1
2727;Selic;2024-07-12;R1/2026;9,5689;9,5;0,8083;7,5;12,5;119;0
2728;Selic;2024-07-12;R8/2025;9,7234;9,5;0,6981;7,5;11,5;47;1
2729;Selic;2024-07-12;R8/2025;9,7223;9,5;0,7829;7,5;12,5;137;0
2730;Selic;2024-07-12;R7/2025;9,7443;9,625;0,6836;7,5;11,5;44;1
2731;Selic;2024-07-12;R7/2025;9,7741;9,75;0,7554;7,5;12,5;133;0
2732;Selic;2024-07-12;R6/2025;9,8068;9,75;0,6739;7,5;11,5;44;1
2733;Selic;2024-07-12;R6/2025;9,8346;9,75;0,735;7,5;12,5;133;0
2734;Selic;2024-07-12;R5/2025;9,9432;10,0;0,5956;8,0;11,5;44;1
2735;Selic;2024-07-12;R5/2025;9,9338;10,0;0,6807;8,0;12,5;133;0
2736;Selic;2024-07-12;R4/2025;10,0739;10,0;0,5156;8,5;11,5;44;1
2737;Selic;2024-07-12;R4/2025;10,0403;10,0;0,6264;8,0;12,5;133;0
2738;Selic;2024-07-12;R3/2025;10,2273;10,375;0,4291;9,0;11,5;44;1
2739;Selic;2024-07-12;R3/2025;10,1818;10,25;0,5416;8,5;12,5;133;0
2740;Selic;2024-07-12;R2/2025;10,3523;10,5;0,3299;9,25;11,5;44;1
2741;Selic;2024-07-12;R2/2025;10,3088;10,5;0,4431;8,75;12,5;133;0
2742;Selic;2024-07-12;R1/2025;10,4489;10,5;0,2297;9,75;11,5;44;1
2743;Selic;2024-07-12;R1/2025;10,4098;10,5;0,3553;9,0;12,5;133;0
2744;Selic;2024-07-12;R8/2024;10,5052;10,5;0,13;10,0;11,25;48;1
2745;Selic;2024-07-12;R8/2024;10,48;10,5;0,2451;9,5;12,5;140;0
2746;Selic;2024-07-12;R7/2024;10,5106;10,5;0,0722;10,5;11,0;47;1
2747;Selic;2024-07-12;R7/2024;10,4945;10,5;0,1667;10,0;12,0;137;0
2748;Selic;2024-07-12;R6/2024;10,5053;10,5;0,0361;10,5;10,75;47;1
2749;Selic;2024-07-12;R6/2024;10,5018;10,5;0,1024;10,25;11,5;137;0
2750;Selic;2024-07-12;R5/2024;10,5;10,5;0,0;10,5;10,5;47;1
2751;Selic;2024-07-12;R5/2024;10,5018;10,5;0,0477;10,25;11,0;137;0
2752;Selic;2024-07-11;R4/2026;9,2024;9,0;0,77;7,5;10,5;21;1
2753;Selic;2024-07-11;R4/2026;9,3289;9,25;0,7782;7,5;12,5;76;0
2754;Selic;2024-07-11;R3/2026;9,3387;9,25;0,7366;7,5;10,5;31;1
2755;Selic;2024-07-11;R3/2026;9,4265;9,5;0,818;7,5;12,5;116;0
2756;Selic;2024-07-11;R2/2026;9,375;9,5;0,7126;7,5;10,5;32;1
2757;Selic;2024-07-11;R2/2026;9,4786;9,5;0,7982;7,5;12,5;119;0
2758;Selic;2024-07-11;R1/2026;9,4375;9,5;0,6903;7,5;10,5;32;1
2759;Selic;2024-07-11;R1/2026;9,5538;9,5;0,8012;7,5;12,5;120;0
2760;Selic;2024-07-11;R8/2025;9,641;9,5;0,7021;7,5;10,5;39;1
2761;Selic;2024-07-11;R8/2025;9,7015;9,5;0,7654;7,5;12,5;140;0
2762;Selic;2024-07-11;R7/2025;9,6757;9,75;0,68;7,5;10,5;37;1
2763;Selic;2024-07-11;R7/2025;9,7589;9,75;0,7411;7,5;12,5;136;0
2764;Selic;2024-07-11;R6/2025;9,7297;9,75;0,6611;7,5;10,5;37;1
2765;Selic;2024-07-11;R6/2025;9,8254;9,75;0,7227;7,5;12,5;136;0
2766;Selic;2024-07-11;R5/2025;9,8716;9,75;0,5684;8,0;10,5;37;1
2767;Selic;2024-07-11;R5/2025;9,9279;9,875;0,6711;8,0;12,5;136;0
2768;Selic;2024-07-11;R4/2025;10,0203;10,0;0,4771;8,5;10,5;37;1
2769;Selic;2024-07-11;R4/2025;10,0394;10,0;0,6202;8,0;12,5;136;0
2770;Selic;2024-07-11;R3/2025;10,1824;10,25;0,3796;9,0;10,5;37;1
2771;Selic;2024-07-11;R3/2025;10,1796;10,25;0,5378;8,5;12,5;136;0
2772;Selic;2024-07-11;R2/2025;10,3108;10,5;0,2812;9,5;10,5;37;1
2773;Selic;2024-07-11;R2/2025;10,3075;10,5;0,4434;8,75;12,5;136;0
2774;Selic;2024-07-11;R1/2025;10,4054;10,5;0,187;9,75;10,5;37;1
2775;Selic;2024-07-11;R1/2025;10,4081;10,5;0,3559;9,0;12,5;136;0
2776;Selic;2024-07-11;R8/2024;10,4695;10,5;0,1131;10,0;10,5;41;1
2777;Selic;2024-07-11;R8/2024;10,4769;10,5;0,2458;9,5;12,5;143;0
2778;Selic;2024-07-11;R7/2024;10,4936;10,5;0,0395;10,25;10,5;39;1
2779;Selic;2024-07-11;R7/2024;10,4929;10,5;0,1662;10,0;12,0;140;0
2780;Selic;2024-07-11;R6/2024;10,5;10,5;0,0;10,5;10,5;39;1
2781;Selic;2024-07-11;R6/2024;10,5018;10,5;0,1013;10,25;11,5;140;0
2782;Selic;2024-07-11;R5/2024;10,5;10,5;0,0;10,5;10,5;39;1
2783;Selic;2024-07-11;R5/2024;10,5018;10,5;0,0472;10,25;11,0;140;0
2784;Selic;2024-07-10;R4/2026;9,2024;9,0;0,7385;7,5;10,5;21;1
2785;Selic;2024-07-10;R4/2026;9,331;9,25;0,7875;7,5;12,5;74;0
2786;Selic;2024-07-10;R3/2026;9,3561;9,0;0,7283;7,5;10,5;33;1
2787;Selic;2024-07-10;R3/2026;9,404;9,4875;0,8153;7,5;12,5;120;0
2788;Selic;2024-07-10;R2/2026;9,3788;9,25;0,7285;7,5;10,5;33;1
2789;Selic;2024-07-10;R2/2026;9,461;9,5;0,7912;7,5;12,5;123;0
2790;Selic;2024-07-10;R1/2026;9,4545;9,5;0,7083;7,5;10,5;33;1
2791;Selic;2024-07-10;R1/2026;9,54;9,5;0,7921;7,5;12,5;124;0
2792;Selic;2024-07-10;R8/2025;9,579;9,5;0,6933;7,5;10,5;38;1
2793;Selic;2024-07-10;R8/2025;9,6785;9,5;0,7522;7,5;12,5;144;0
2794;Selic;2024-07-10;R7/2025;9,6216;9,5;0,6893;7,5;10,5;37;1
2795;Selic;2024-07-10;R7/2025;9,7461;9,75;0,7308;7,5;12,5;140;0
2796;Selic;2024-07-10;R6/2025;9,6757;9,75;0,6725;7,5;10,5;37;1
2797;Selic;2024-07-10;R6/2025;9,8161;9,75;0,715;7,5;12,5;140;0
2798;Selic;2024-07-10;R5/2025;9,8176;9,75;0,5889;8,0;10,5;37;1
2799;Selic;2024-07-10;R5/2025;9,9175;9,875;0,6679;8,0;12,5;140;0
2800;Selic;2024-07-10;R4/2025;9,973;10,0;0,5126;8,5;10,5;37;1
2801;Selic;2024-07-10;R4/2025;10,0329;10,0;0,6185;8,0;12,5;140;0
2802;Selic;2024-07-10;R3/2025;10,1486;10,25;0,4088;9,0;10,5;37;1
2803;Selic;2024-07-10;R3/2025;10,1709;10,25;0,5346;8,5;12,5;140;0
2804;Selic;2024-07-10;R2/2025;10,2838;10,5;0,2973;9,5;10,5;37;1
2805;Selic;2024-07-10;R2/2025;10,297;10,5;0,4408;8,75;12,5;140;0
2806;Selic;2024-07-10;R1/2025;10,3919;10,5;0,1975;9,75;10,5;37;1
2807;Selic;2024-07-10;R1/2025;10,3964;10,5;0,3586;9,0;12,5;140;0
2808;Selic;2024-07-10;R8/2024;10,4625;10,5;0,1192;10,0;10,5;40;1
2809;Selic;2024-07-10;R8/2024;10,4639;10,5;0,2545;9,5;12,5;147;0
2810;Selic;2024-07-10;R7/2024;10,4934;10,5;0,04;10,25;10,5;38;1
2811;Selic;2024-07-10;R7/2024;10,4826;10,5;0,1734;10,0;12,0;144;0
2812;Selic;2024-07-10;R6/2024;10,5;10,5;0,0;10,5;10,5;38;1
2813;Selic;2024-07-10;R6/2024;10,4948;10,5;0,1081;10,25;11,5;144;0
2814;Selic;2024-07-10;R5/2024;10,5;10,5;0,0;10,5;10,5;38;1
2815;Selic;2024-07-10;R5/2024;10,4965;10,5;0,0588;10,25;11,0;144;0
2816;Selic;2024-07-09;R4/2026;9,2083;9,0;0,7917;7,5;10,5;18;1
2817;Selic;2024-07-09;R4/2026;9,338;9,25;0,8017;7,5;12,5;71;0
2818;Selic;2024-07-09;R3/2026;9,3707;9,0;0,7702;7,5;10,5;29;1
2819;Selic;2024-07-09;R3/2026;9,4074;9,5;0,8179;7,5;12,5;119;0
2820;Selic;2024-07-09;R2/2026;9,4;9,375;0,7572;7,5;10,5;30;1
2821;Selic;2024-07-09;R2/2026;9,4648;9,5;0,7934;7,5;12,5;122;0
2822;Selic;2024-07-09;R1/2026;9,475;9,5;0,7284;7,5;10,5;30;1
2823;Selic;2024-07-09;R1/2026;9,5443;9,5;0,7938;7,5;12,5;123;0
2824;Selic;2024-07-09;R8/2025;9,5588;9,5;0,7047;7,5;10,5;34;1
2825;Selic;2024-07-09;R8/2025;9,6815;9,5;0,7528;7,5;12,5;143;0
2826;Selic;2024-07-09;R7/2025;9,6029;9,5;0,6916;7,5;10,5;34;1
2827;Selic;2024-07-09;R7/2025;9,7551;9,75;0,7356;7,5;12,5;139;0
2828;Selic;2024-07-09;R6/2025;9,6544;9,75;0,6807;7,5;10,5;34;1
2829;Selic;2024-07-09;R6/2025;9,8274;9,75;0,7277;7,5;12,5;139;0
2830;Selic;2024-07-09;R5/2025;9,7794;9,75;0,6056;8,0;10,5;34;1
2831;Selic;2024-07-09;R5/2025;9,9259;10,0;0,6875;8,0;12,5;139;0
2832;Selic;2024-07-09;R4/2025;9,9412;10,0;0,5323;8,5;10,5;34;1
2833;Selic;2024-07-09;R4/2025;10,0386;10,0;0,6379;8,0;12,5;139;0
2834;Selic;2024-07-09;R3/2025;10,1176;10,25;0,4211;9,0;10,5;34;1
2835;Selic;2024-07-09;R3/2025;10,1721;10,25;0,5528;8,5;12,5;139;0
2836;Selic;2024-07-09;R2/2025;10,2647;10,5;0,3088;9,5;10,5;34;1
2837;Selic;2024-07-09;R2/2025;10,3009;10,5;0,4589;8,75;12,5;139;0
2838;Selic;2024-07-09;R1/2025;10,375;10,5;0,2034;9,75;10,5;34;1
2839;Selic;2024-07-09;R1/2025;10,3993;10,5;0,373;9,0;12,5;139;0
2840;Selic;2024-07-09;R8/2024;10,4583;10,5;0,125;10,0;10,5;36;1
2841;Selic;2024-07-09;R8/2024;10,4671;10,5;0,2641;9,5;12,5;146;0
2842;Selic;2024-07-09;R7/2024;10,4929;10,5;0,0416;10,25;10,5;35;1
2843;Selic;2024-07-09;R7/2024;10,486;10,5;0,1793;10,0;12,0;143;0
2844;Selic;2024-07-09;R6/2024;10,5;10,5;0,0;10,5;10,5;35;1
2845;Selic;2024-07-09;R6/2024;10,4965;10,5;0,1106;10,25;11,5;143;0
2846;Selic;2024-07-09;R5/2024;10,5;10,5;0,0;10,5;10,5;35;1
2847;Selic;2024-07-09;R5/2024;10,4965;10,5;0,059;10,25;11,0;143;0
2848;Selic;2024-07-08;R4/2026;9,2222;9,125;0,7901;7,5;10,5;18;1
2849;Selic;2024-07-08;R4/2026;9,3428;9,25;0,8064;7,5;12,5;70;0
2850;Selic;2024-07-08;R3/2026;9,3966;9,25;0,7643;7,5;10,5;29;1
2851;Selic;2024-07-08;R3/2026;9,4108;9,5;0,8205;7,5;12,5;118;0
2852;Selic;2024-07-08;R2/2026;9,425;9,5;0,7504;7,5;10,5;30;1
2853;Selic;2024-07-08;R2/2026;9,4686;9,5;0,7955;7,5;12,5;121;0
2854;Selic;2024-07-08;R1/2026;9,4917;9,5;0,7231;7,5;10,5;30;1
2855;Selic;2024-07-08;R1/2026;9,5468;9,5;0,7966;7,5;12,5;122;0
2856;Selic;2024-07-08;R8/2025;9,5556;9,5;0,6849;7,5;10,5;36;1
2857;Selic;2024-07-08;R8/2025;9,6828;9,5;0,7553;7,5;12,5;142;0
2858;Selic;2024-07-08;R7/2025;9,5882;9,5;0,6937;7,5;10,5;34;1
2859;Selic;2024-07-08;R7/2025;9,7551;9,75;0,7382;7,5;12,5;138;0
2860;Selic;2024-07-08;R6/2025;9,625;9,5;0,6813;7,5;10,5;34;1
2861;Selic;2024-07-08;R6/2025;9,8261;9,75;0,7302;7,5;12,5;138;0
2862;Selic;2024-07-08;R5/2025;9,7353;9,75;0,6062;8,0;10,5;34;1
2863;Selic;2024-07-08;R5/2025;9,9235;9,875;0,6894;8,0;12,5;138;0
2864;Selic;2024-07-08;R4/2025;9,8824;9,875;0,5363;8,5;10,5;34;1
2865;Selic;2024-07-08;R4/2025;10,0352;10,0;0,639;8,0;12,5;138;0
2866;Selic;2024-07-08;R3/2025;10,0662;10,125;0,4258;9,0;10,5;34;1
2867;Selic;2024-07-08;R3/2025;10,1697;10,25;0,5541;8,5;12,5;138;0
2868;Selic;2024-07-08;R2/2025;10,2279;10,375;0,3172;9,5;10,5;34;1
2869;Selic;2024-07-08;R2/2025;10,2994;10,5;0,4602;8,75;12,5;138;0
2870;Selic;2024-07-08;R1/2025;10,3603;10,5;0,2117;9,75;10,5;34;1
2871;Selic;2024-07-08;R1/2025;10,3986;10,5;0,3743;9,0;12,5;138;0
2872;Selic;2024-07-08;R8/2024;10,4539;10,5;0,1264;10,0;10,5;38;1
2873;Selic;2024-07-08;R8/2024;10,4669;10,5;0,265;9,5;12,5;145;0
2874;Selic;2024-07-08;R7/2024;10,4929;10,5;0,0416;10,25;10,5;35;1
2875;Selic;2024-07-08;R7/2024;10,4859;10,5;0,1799;10,0;12,0;142;0
2876;Selic;2024-07-08;R6/2024;10,5;10,5;0,0;10,5;10,5;35;1
2877;Selic;2024-07-08;R6/2024;10,4965;10,5;0,111;10,25;11,5;142;0
2878;Selic;2024-07-08;R5/2024;10,5;10,5;0,0;10,5;10,5;35;1
2879;Selic;2024-07-08;R5/2024;10,4965;10,5;0,0592;10,25;11,0;142;0
2880;Selic;2024-07-05;R4/2026;9,35;9,375;0,8993;7,5;11,5;20;1
2881;Selic;2024-07-05;R4/2026;9,3428;9,25;0,8064;7,5;12,5;70;0
2882;Selic;2024-07-05;R3/2026;9,4758;9,5;0,8288;7,5;11,5;31;1
2883;Selic;2024-07-05;R3/2026;9,4171;9,5;0,8216;7,5;12,5;121;0
2884;Selic;2024-07-05;R2/2026;9,5;9,5;0,8125;7,5;11,5;32;1
2885;Selic;2024-07-05;R2/2026;9,4734;9,5;0,7968;7,5;12,5;124;0
2886;Selic;2024-07-05;R1/2026;9,5625;9,5;0,7881;7,5;11,5;32;1
2887;Selic;2024-07-05;R1/2026;9,5496;9,5;0,7975;7,5;12,5;125;0
2888;Selic;2024-07-05;R8/2025;9,6313;9,5;0,7395;7,5;11,5;40;1
2889;Selic;2024-07-05;R8/2025;9,6876;9,5;0,7598;7,5;12,5;145;0
2890;Selic;2024-07-05;R7/2025;9,6645;9,5;0,7484;7,5;11,5;38;1
2891;Selic;2024-07-05;R7/2025;9,7585;9,75;0,7429;7,5;12,5;141;0
2892;Selic;2024-07-05;R6/2025;9,6908;9,625;0,7332;7,5;11,5;38;1
2893;Selic;2024-07-05;R6/2025;9,8298;9,75;0,7362;7,5;12,5;141;0
2894;Selic;2024-07-05;R5/2025;9,7895;9,75;0,6627;8,0;11,5;38;1
2895;Selic;2024-07-05;R5/2025;9,9252;10,0;0,6963;8,0;12,5;141;0
2896;Selic;2024-07-05;R4/2025;9,9211;10,0;0,5824;8,5;11,5;38;1
2897;Selic;2024-07-05;R4/2025;10,038;10,0;0,6403;8,0;12,5;141;0
2898;Selic;2024-07-05;R3/2025;10,1053;10,125;0,4717;9,0;11,5;38;1
2899;Selic;2024-07-05;R3/2025;10,1697;10,25;0,5549;8,5;12,5;141;0
2900;Selic;2024-07-05;R2/2025;10,2697;10,375;0,3645;9,5;11,5;38;1
2901;Selic;2024-07-05;R2/2025;10,2966;10,5;0,4609;8,75;12,5;141;0
2902;Selic;2024-07-05;R1/2025;10,4013;10,5;0,2723;9,75;11,5;38;1
2903;Selic;2024-07-05;R1/2025;10,3936;10,5;0,3745;9,0;12,5;141;0
2904;Selic;2024-07-05;R8/2024;10,4756;10,5;0,1729;10,0;11,25;41;1
2905;Selic;2024-07-05;R8/2024;10,4591;10,5;0,2714;9,5;12,5;148;0
2906;Selic;2024-07-05;R7/2024;10,5066;10,5;0,0904;10,25;11,0;38;1
