;trimestre;nomeBandeira;nomeFuncao;produto;qtdCartoesEmitidos;qtdCartoesAtivos;qtdTransacoesNacionais;valorTransacoesNacionais;qtdTransacoesInternacionais;valorTransacoesInternacionais;data
556;20154;VISA;Crédito;Básico Internacional;19667889;10583424;179183830;17014961589,18;2246626;252178776,08;2015-10-01
557;20232;MasterCard;Pré-Pago;Outros;11188656;789409;9077662;433114247,12;63635;10555112,08;2023-04-01
558;20194;MasterCard;Débito;Empresarial;490164;114312;3300594;247874929,91;142;88679,75;2019-10-01
559;20111;VISA;Débito;Platinum;1185919;706645;14308000;1188404297,1;20;1252,23;2011-01-01
560;20213;American Express;Crédito;Básico Nacional;57294;42971;880215;119575230,24;3599;1113418,08;2021-07-01
561;20181;VISA;Débito;Platinum;1699010;1137010;37016375;3041550956,19;2102;349045,87;2018-01-01
562;20181;MasterCard;Débito;Premium;202711;115971;1944581;192309699,77;5830;2243423,4;2018-01-01
563;20122;MasterCard;Débito;Básico Internacional;114432260;31562672;385789782;20717278986,47;197317;41475790,61;2012-04-01
564;20153;VISA;Crédito;Básico Nacional;29772728;15592743;165552738;13556857164,68;218464;11726408,21;2015-07-01
565;20121;VISA;Crédito;Intermediário;8135322;5191148;98255103;12005087653,05;3663284;741268194,12;2012-01-01
566;20121;MasterCard;Crédito;Básico Nacional;33963308;15582906;133303452;11863096681,56;33133;1517696,24;2012-01-01
567;20241;Outras;Débito;Básico Internacional;182129;139235;464081;35718334,94;0;0,0;2024-01-01
568;20133;American Express;Crédito;Platinum;626827;426194;11514731;1788804929,96;976542;436316208,68;2013-07-01
569;20213;MasterCard;Débito;Outros;512945;134841;2023340;92438172,97;207;60761,55;2021-07-01
570;20222;MasterCard;Crédito;Empresarial;5477853;2983875;39512859;10408599119,22;502079;323888912,06;2022-04-01
571;20183;MasterCard;Débito;Platinum;819775;478955;11394698;896987895,72;4881;1448949,97;2018-07-01
572;20151;Elo;Crédito;Outros;664928;149714;1091487;73362444,4;0;0,0;2015-01-01
573;20213;VISA;Débito;Básico Internacional;130139340;43685374;878665747;60863870265,47;26136;6996736,96;2021-07-01
574;20231;Bandeira própria;Débito;Outros;17842;2791;18978;3032200,75;0;0,0;2023-01-01
575;20221;VISA;Crédito;Empresarial;2113775;1335939;31940357;9335689740,24;354266;335552666,09;2022-01-01
576;20111;MasterCard;Crédito;Corporativo;54591;22946;564042;190116242,72;23083;13096851,07;2011-01-01
577;20232;VISA;Crédito;Empresarial;3050384;1716709;43984902;12846611557,78;470796;397043258,04;2023-04-01
578;20124;MasterCard;Débito;Básico Internacional;117237826;33817899;478686933;27564978994,61;237767;55408455,55;2012-10-01
579;20171;MasterCard;Pré-Pago;Básico Internacional;3428;3428;3074;92673,58;0;0,0;2017-01-01
580;20213;Elo;Crédito;Platinum;81058;19778;1456037;226314238,64;1626;403936,22;2021-07-01
581;20132;MasterCard;Crédito;Básico Internacional;13689330;7782723;120241642;11843789358,88;2874369;287108599,74;2013-04-01
582;20172;Elo;Débito;Básico Nacional;8315697;4280924;55505857;3342756846,52;0;0,0;2017-04-01
583;20231;VISA;Débito;Empresarial;1318273;529810;18489468;2371694507,52;2743;660877,5;2023-01-01
584;20142;Bandeira própria;Crédito;Outros;650976;176073;1291894;118506909,47;0;0,0;2014-04-01
585;20153;MasterCard;Crédito;Básico Nacional;34931617;13182780;160540027;15470057508,26;1641;81703,82;2015-07-01
586;20222;VISA;Débito;Empresarial;1326144;522000;18869912;2571506735,94;2248;714970,72;2022-04-01
587;20151;Diners Club;Crédito;Intermediário;309877;263637;4077706;670643752,04;95768;45982571,23;2015-01-01
588;20224;VISA;Crédito;Intermediário;31334687;20984381;438544163;52388339316,94;1315017;296338682,2;2022-10-01
589;20132;MasterCard;Crédito;Empresarial;952245;416057;5993165;1539062312,35;247674;98272924,88;2013-04-01
590;20171;Bandeira própria;Débito;Outros;1677580;459816;3401646;212752328,2;82959;2247948,09;2017-01-01
591;20234;Elo;Débito;Básico Nacional;208475054;41234301;983529224;57739966878,24;0;0,0;2023-10-01
592;20133;Outras;Débito;Outros;3216905;1286859;27582639;1837254898,28;0;0,0;2013-07-01
593;20241;MasterCard;Crédito;Platinum;21693222;15370679;560385820;70562455286,06;4103020;934263594,23;2024-01-01
594;20193;MasterCard;Pré-Pago;Intermediário;3098932;1281359;18905861;765821324,87;0;0,0;2019-07-01
595;20241;Outras;Débito;Corporativo;388910;33320;146214;11153787,39;0;0,0;2024-01-01
596;20171;Elo;Crédito;Outros;255700;160118;1712474;139406510,6;0;0,0;2017-01-01
597;20143;VISA;Crédito;Básico Internacional;19167370;10097149;161498254;14787334927,97;4828260;421208377,15;2014-07-01
598;20213;Elo;Débito;Outros;6088;1741;40934;106363,86;0;0,0;2021-07-01
599;20163;Outras;Crédito;Básico Nacional;936521;224442;104913;75980464,53;0;0,0;2016-07-01
600;20171;American Express;Crédito;Outros;16;0;268;9652,85;0;0,0;2017-01-01
601;20124;American Express;Crédito;Intermediário;2245892;1260122;19298602;1782926620,9;841396;208470729,73;2012-10-01
602;20113;Outras;Crédito;Básico Nacional;413428;161589;38918;17999767,66;0;0,0;2011-07-01
603;20142;VISA;Crédito;Básico Nacional;25876639;13409756;163028640;13244017310,31;507156;16350518,82;2014-04-01
604;20204;American Express;Crédito;Intermediário;589220;351813;7733987;1350002979,86;56738;22196232,51;2020-10-01
605;20171;Elo;Débito;Empresarial;244653;127807;1773460;219705932,93;0;0,0;2017-01-01
606;20232;MasterCard;Crédito;Corporativo;2768442;605973;13604886;2876276863,24;320074;302986786,51;2023-04-01
607;20242;VISA;Crédito;Básico Nacional;22839644;10253290;209738512;20469837246,98;308393;53680525,84;2024-04-01
608;20212;MasterCard;Débito;Outros;369386;76078;921382;43919562,78;85;26760,98;2021-04-01
609;20221;American Express;Crédito;Empresarial;21948;16437;475453;302644218,74;21197;32437478,7;2022-01-01
610;20203;VISA;Crédito;Outros;5092585;855484;11390183;1452272202,23;42126;14220721,89;2020-07-01
611;20233;MasterCard;Pré-Pago;Intermediário;52918514;29521748;1202025035;42201512941,43;1;0,01;2023-07-01
612;20211;Elo;Crédito;Outros;239296;138035;4529615;872527158,57;6519;4264011,01;2021-01-01
613;20223;MasterCard;Débito;Outros;866058;278476;4037584;189724234,02;1100;451510,08;2022-07-01
614;20142;MasterCard;Crédito;Básico Nacional;35025454;13737599;157965072;14576570100,6;23672;806654,56;2014-04-01
615;20194;VISA;Pré-Pago;Platinum;176814;3718;0;0,0;135698;29030529,0;2019-10-01
616;20212;VISA;Débito;Básico Internacional;116541954;39742042;708800336;51140675764,99;28234;6488514,37;2021-04-01
617;20171;VISA;Crédito;Intermediário;6250285;4811618;129130384;15704594772,46;3002586;560014163,93;2017-01-01
618;20181;Elo;Débito;Básico Internacional;23948509;6595765;155091332;8254700698,15;0;0,0;2018-01-01
619;20242;VISA;Débito;Básico Internacional;175782016;42777078;1111139868;68545731710,02;28331;5434246,28;2024-04-01
620;20183;Outras;Crédito;Básico Nacional;1100951;253759;1318;1186811,94;0;0,0;2018-07-01
621;20172;VISA;Débito;Intermediário;1108098;753527;20025701;1516528936,22;390;52275,97;2017-04-01
622;20203;MasterCard;Pré-Pago;Intermediário;12100543;6079780;120591088;5327134433,85;1;0,01;2020-07-01
623;20141;MasterCard;Crédito;Empresarial;1036195;457030;7851394;1776525626,83;299909;106877978,16;2014-01-01
624;20222;American Express;Crédito;Básico Nacional;48997;39289;870570;123268958,63;4282;1652890,22;2022-04-01
625;20231;VISA;Débito;Intermediário;8962298;5204935;116945000;7398657581,87;1567;241902,52;2023-01-01
626;20213;VISA;Débito;Básico Nacional;12013475;6234758;158059058;10843300542,79;1238;189503,06;2021-07-01
627;20181;Elo;Crédito;Básico Internacional;1169241;429724;6377079;724346848,55;38978;15130566,07;2018-01-01
628;20182;MasterCard;Crédito;Empresarial;1233985;926022;11427758;2581872952,93;293415;161487653,57;2018-04-01
629;20182;MasterCard;Pré-Pago;Platinum;145179;4541;0;0,0;156311;29299373,86;2018-04-01
630;20122;Bandeira própria;Débito;Outros;1399078;335281;1509342;83786780,5;0;0,0;2012-04-01
631;20233;VISA;Crédito;Básico Nacional;22250123;10687246;221061541;21656855886,62;287677;46281929,34;2023-07-01
632;20211;VISA;Pré-Pago;Básico Nacional;3875646;661507;4255254;1351904967,86;59;27071,21;2021-01-01
633;20143;Diners Club;Crédito;Intermediário;327167;282157;4109704;664428533,34;82423;29980731,07;2014-07-01
634;20192;Elo;Débito;Básico Nacional;12142654;5313494;100461006;5999802442,05;0;0,0;2019-04-01
635;20154;Elo;Crédito;Básico Nacional;5332272;1945103;17279199;1102436906,76;3;741,4;2015-10-01
636;20133;MasterCard;Crédito;Corporativo;57755;29432;818826;360331843,58;41210;22659999,8;2013-07-01
637;20154;Hipercard;Crédito;Básico Nacional;7599005;4742539;58991769;7649377706,7;0;0,0;2015-10-01
638;20224;MasterCard;Débito;Premium;511773;326873;6825197;539401869,57;1193;634105,12;2022-10-01
639;20124;MasterCard;Débito;Empresarial;447334;122459;1682017;211490978,22;843;318945,4;2012-10-01
640;20233;MasterCard;Débito;Básico Internacional;46128222;16418216;504579528;33162419097,31;58584;14894112,34;2023-07-01
641;20142;MasterCard;Débito;Básico Internacional;118560767;36031496;539298891;31751480796,15;159329;37653901,63;2014-04-01
642;20191;MasterCard;Crédito;Intermediário;19457411;13376663;298712073;29557245757,37;2747410;594762253,78;2019-01-01
643;20111;MasterCard;Crédito;Intermediário;5318264;3470840;53213870;6596061477,71;2210915;417243958,02;2011-01-01
644;20143;MasterCard;Crédito;Premium;479076;333736;16732070;3156544256,72;1194538;503432905,55;2014-07-01
645;20183;American Express;Crédito;Corporativo;24252;17699;2236566;1203658022,89;214309;176547113,34;2018-07-01
646;20212;American Express;Crédito;Intermediário;560252;344487;7525640;1262817243,77;56319;21038993,76;2021-04-01
647;20161;American Express;Crédito;Platinum;565076;347233;13960827;2256064424,28;864142;463965981,75;2016-01-01
648;20203;Bandeira própria;Pré-Pago;Outros;427801;247203;563455762;1683805678,64;0;0,0;2020-07-01
649;20134;Elo;Débito;Básico Nacional;4425194;1174406;12752202;702355306,17;0;0,0;2013-10-01
650;20222;MasterCard;Crédito;Corporativo;157499;96588;4043576;2035550486,48;218509;231596401,94;2022-04-01
651;20224;VISA;Crédito;Corporativo;574726;334821;5713385;2650257236,79;311300;305126622,93;2022-10-01
652;20124;Elo;Crédito;Outros;8;4;22;2398,83;0;0,0;2012-10-01
653;20163;VISA;Débito;Empresarial;1298808;612567;11662928;1445832532,79;99;41914,09;2016-07-01
654;20212;MasterCard;Débito;Básico Internacional;46647110;19459945;538866194;37791612781,12;31528;9728825,08;2021-04-01
655;20172;VISA;Crédito;Premium;665429;490995;36179468;5976928001,56;1641538;540215963,42;2017-04-01
656;20131;American Express;Crédito;Outros;17;17;6512;598485,59;55;8647,66;2013-01-01
657;20192;Elo;Crédito;Básico Internacional;4299117;1777697;28608892;3130872774,12;94942;28128296,75;2019-04-01
658;20152;VISA;Débito;Platinum;1609887;988375;25881140;2070191190,92;586;107882,0;2015-04-01
659;20152;MasterCard;Crédito;Outros;9179494;3857209;41386993;4223759909,23;15665;1992890,4;2015-04-01
660;20162;VISA;Crédito;Intermediário;6891825;5087067;130373338;15840855431,37;2614025;525850213,96;2016-04-01
661;20182;VISA;Crédito;Corporativo;514943;261344;5011958;1319889579,04;346550;206576651,49;2018-04-01
662;20184;MasterCard;Débito;Empresarial;291064;63036;1367652;156400631,35;254;140444,97;2018-10-01
663;20183;VISA;Débito;Empresarial;838534;446847;10514042;1333496891,4;92;28374,55;2018-07-01
664;20133;Elo;Crédito;Empresarial;2006;248;936;6172165,11;0;0,0;2013-07-01
665;20203;American Express;Crédito;Empresarial;23191;16227;384108;174719319,51;13912;20487446,13;2020-07-01
666;20231;Elo;Crédito;Premium;191405;131661;6235708;1255453012,83;18532;10863205,65;2023-01-01
667;20192;Elo;Débito;Básico Internacional;27425901;8686703;216389642;11338388893,52;0;0,0;2019-04-01
668;20201;Elo;Crédito;Básico Internacional;5767658;2746404;41418587;4804643351,07;110134;41822584,99;2020-01-01
669;20172;MasterCard;Débito;Intermediário;436893;258217;6462568;485565852,26;814;206372,45;2017-04-01
670;20161;VISA;Crédito;Premium;656864;487961;33096496;5615075512,4;1188493;478103018,8;2016-01-01
671;20142;VISA;Débito;Outros;80954;80954;56696;5119969,66;0;0,0;2014-04-01
672;20214;MasterCard;Débito;Intermediário;68104207;44060939;797663012;49490620256,37;29041;6925161,33;2021-10-01
673;20121;VISA;Crédito;Premium;389588;270083;15707717;2492382764,14;972652;335576528,04;2012-01-01
674;20163;MasterCard;Débito;Platinum;1066490;526331;10566079;819306298,58;5699;2217517,38;2016-07-01
675;20154;VISA;Crédito;Intermediário;7310575;5317481;134400710;17224327270,76;2617740;557001280,85;2015-10-01
676;20163;Bandeira própria;Crédito;Outros;621860;169169;1716145;159662377,57;0;0,0;2016-07-01
677;20193;MasterCard;Débito;Básico Internacional;114196144;40606682;1140136903;65253291661,82;171551;39186259,26;2019-07-01
678;20151;VISA;Débito;Empresarial;1507119;648887;11199047;1381018430,9;0;0,0;2015-01-01
679;20171;VISA;Pré-Pago;Platinum;134308;4919;0;0,0;192009;35312887,18;2017-01-01
680;20233;MasterCard;Débito;Premium;565426;360104;7322324;527168236,39;1261;505717,44;2023-07-01
681;20124;American Express;Crédito;Outros;50;40;16042;1680381,73;360;57345,34;2012-10-01
682;20164;MasterCard;Crédito;Platinum;5592985;3902572;131866795;18179721270,62;3408909;733257323,76;2016-10-01
683;20203;Outras;Crédito;Intermediário;29713;18941;89968;16085763,47;202;32508,35;2020-07-01
684;20112;VISA;Crédito;Básico Nacional;36513642;17985785;151966820;10900924019,45;72192;5214369,11;2011-04-01
685;20193;Elo;Crédito;Empresarial;405981;174778;3875737;793426961,54;1110;758525,57;2019-07-01
686;20174;MasterCard;Crédito;Outros;10555790;4232111;54517574;5268322195,13;84259;7217599,95;2017-10-01
687;20242;VISA;Pré-Pago;Básico Nacional;16716665;3954387;58537127;3412386859,66;1106;172045,02;2024-04-01
688;20164;MasterCard;Débito;Básico Internacional;108053437;37158339;791625776;48819468384,9;121830;28726953,84;2016-10-01
689;20174;VISA;Crédito;Premium;707375;514940;40125528;6755590470,44;1845778;619621225,98;2017-10-01
690;20154;VISA;Débito;Outros;8973;8973;14260;1026451,6;1;59,59;2015-10-01
691;20191;Elo;Crédito;Empresarial;388601;162139;3194500;654551722,85;44;8710,62;2019-01-01
692;20172;Elo;Crédito;Outros;332161;167279;1951789;164444882,45;0;0,0;2017-04-01
693;20203;Elo;Crédito;Básico Internacional;5241272;2609734;35949308;4645386418,8;26348;9460293,55;2020-07-01
694;20211;MasterCard;Pré-Pago;Intermediário;16778316;8909750;205307912;8164592563,04;0;0,0;2021-01-01
695;20203;VISA;Crédito;Premium;1326846;1009560;58096848;11081131648,14;489278;254924962,18;2020-07-01
696;20143;VISA;Crédito;Platinum;5270153;3572238;123187276;16132604998,21;5419578;1140474577,79;2014-07-01
697;20174;Elo;Débito;Básico Internacional;22356324;6687549;161397662;8859598695,02;0;0,0;2017-10-01
698;20204;VISA;Crédito;Corporativo;561578;272689;3374497;1269983212,93;72962;120326683,31;2020-10-01
699;20203;Bandeira própria;Crédito;Básico Nacional;4235534;976354;2880793;253267552,71;0;0,0;2020-07-01
700;20194;American Express;Crédito;Corporativo;120031;104522;2361476;1015339690,21;265647;235474932,77;2019-10-01
701;20231;Elo;Crédito;Corporativo;23111;10040;83304;97521005,82;457;683985,41;2023-01-01
702;20114;Bandeira própria;Crédito;Outros;630311;178187;930995;77827230,62;0;0,0;2011-10-01
703;20233;MasterCard;Débito;Outros;493113;236989;4609593;219460923,89;1126;2353510,02;2023-07-01
704;20172;MasterCard;Crédito;Premium;880299;685211;42878401;8218369048,42;2542239;991002584,35;2017-04-01
705;20242;MasterCard;Crédito;Premium;7613857;5548653;403107150;78851738439,2;8002251;4165316613,17;2024-04-01
706;20223;VISA;Pré-Pago;Básico Internacional;19987103;8017180;80893109;4250328407,8;1245168;226759923,94;2022-07-01
707;20173;Elo;Crédito;Básico Internacional;797406;265910;3547835;399156539,68;17743;6654559,82;2017-07-01
708;20163;Elo;Crédito;Outros;240202;158734;1403952;98578282,71;0;0,0;2016-07-01
709;20123;American Express;Crédito;Platinum;654837;444516;10235951;1546545921,04;923444;398935058,52;2012-07-01
710;20111;American Express;Crédito;Corporativo;173308;84894;1560187;805168843,61;179481;108205666,62;2011-01-01
711;20164;VISA;Crédito;Platinum;5308050;3847055;162059757;20796571567,12;4138184;902152406,17;2016-10-01
712;20152;American Express;Crédito;Corporativo;157439;87719;2385172;1445174200,27;241570;207156770,27;2015-04-01
713;20224;American Express;Crédito;Premium;218;201;12811;13916127,9;901;3655586,74;2022-10-01
714;20111;MasterCard;Débito;Platinum;836015;295259;4788985;344461579,76;10812;2512212,62;2011-01-01
715;20161;American Express;Crédito;Outros;16;0;420;15541,23;0;0,0;2016-01-01
716;20124;MasterCard;Crédito;Básico Internacional;13373796;7823729;121810651;12359852703,04;2530827;282349582,74;2012-10-01
717;20181;VISA;Pré-Pago;Platinum;155527;6280;339;63455,93;202730;44076252,3;2018-01-01
718;20171;MasterCard;Débito;Básico Internacional;108829539;37423096;752156657;44846641776,21;123336;28124470,37;2017-01-01
719;20153;Elo;Crédito;Empresarial;174237;70708;463817;327847003,29;0;0,0;2015-07-01
720;20162;MasterCard;Crédito;Empresarial;872079;466801;7915926;1857009556,47;243380;108455923,81;2016-04-01
721;20114;Elo;Débito;Básico Nacional;54081;1;79554;4679330,04;0;0,0;2011-10-01
722;20192;Hipercard;Crédito;Básico Nacional;4161295;3061403;58191619;7675018393,38;0;0,0;2019-04-01
723;20164;Elo;Débito;Básico Nacional;7585380;3822302;47451424;2972331364,1;0;0,0;2016-10-01
724;20212;MasterCard;Crédito;Premium;2323200;1871886;112713542;23152449227,78;1386284;698581575,56;2021-04-01
725;20202;Elo;Débito;Básico Internacional;1221;339;3340;210270,78;0;0,0;2020-04-01
726;20183;MasterCard;Pré-Pago;Platinum;149571;4386;0;0,0;177414;34750978,4;2018-07-01
727;20201;MasterCard;Débito;Intermediário;44280030;29744254;542489906;31661249431,58;56527;12371359,15;2020-01-01
728;20184;VISA;Crédito;Platinum;4971760;3702242;189443683;24286917064,09;3260005;995963411,08;2018-10-01
729;20123;MasterCard;Crédito;Corporativo;53397;24820;727936;287415647,44;36662;21165026,78;2012-07-01
730;20123;MasterCard;Débito;Básico Nacional;2586057;777969;10021657;561017624,05;92;16897,9;2012-07-01
731;20224;Elo;Pré-Pago;Intermediário;10713590;214957;795191;36932018,52;0;0,0;2022-10-01
732;20132;Elo;Débito;Básico Nacional;3608025;732765;6810055;344631289,53;0;0,0;2013-04-01
733;20122;MasterCard;Débito;Básico Nacional;2055370;772836;9587108;528941454,42;113;17405,69;2012-04-01
734;20203;MasterCard;Débito;Premium;294536;128261;1584327;187325368,83;136;47173,16;2020-07-01
735;20184;MasterCard;Débito;Premium;210265;117196;2125020;216035783,23;4677;2092130,01;2018-10-01
736;20182;VISA;Débito;Premium;346531;196382;5118333;508900870,2;359;97698,48;2018-04-01
737;20153;VISA;Débito;Básico Internacional;117716892;33354268;544134165;33643028703,64;140637;21125172,39;2015-07-01
738;20204;MasterCard;Pré-Pago;Premium;8;1;2;35,9;0;0,0;2020-10-01
739;20162;Cheque Eletrônico;Débito;Outros;353652;146871;1450;759755,0;0;0,0;2016-04-01
740;20201;Outras;Crédito;Intermediário;28008;7221;88369;12520428,88;185;58999,59;2020-01-01
741;20133;Diners Club;Crédito;Empresarial;824;287;5387;1266886,01;238;149760,79;2013-07-01
742;20153;MasterCard;Débito;Platinum;1038408;493933;8985845;689043030,68;10196;3467746,48;2015-07-01
743;20204;VISA;Débito;Platinum;1783390;1079491;36851247;3708434141,83;201;52874,51;2020-10-01
744;20191;MasterCard;Débito;Platinum;804957;460790;10611195;838558514,15;4927;1609079,15;2019-01-01
745;20132;Elo;Crédito;Empresarial;246;1;3;285,62;0;0,0;2013-04-01
746;20162;VISA;Débito;Básico Internacional;107817641;33084634;529419144;33857342902,63;118918;16741948,7;2016-04-01
747;20204;MasterCard;Pré-Pago;Intermediário;13985370;7525777;186753158;8164410723,1;1;0,01;2020-10-01
748;20203;VISA;Crédito;Básico Internacional;22930536;12994900;202064557;19995104172,95;642390;92868602,81;2020-07-01
749;20174;Elo;Pré-Pago;Outros;1155808;810681;6857684;286369037,57;0;0,0;2017-10-01
750;20141;Outras;Crédito;Básico Nacional;1043644;291372;88259;57453677,74;0;0,0;2014-01-01
751;20193;American Express;Crédito;Corporativo;121264;109045;2439788;1146516840,31;249398;215769436,22;2019-07-01
752;20222;VISA;Débito;Básico Internacional;134393740;48601038;1028529141;68644534586,2;20009;3741618,24;2022-04-01
753;20184;Outras;Débito;Outros;3298985;1640680;41865013;3567631046,36;0;0,0;2018-10-01
754;20173;Outras;Crédito;Outros;1226843;348053;2487311;352904746,59;5;1350,55;2017-07-01
755;20142;MasterCard;Débito;Platinum;1050924;487944;8060532;609384388,94;14725;4674896,51;2014-04-01
756;20191;Outras;Débito;Outros;3421823;1729346;39880159;3288262066,21;0;0,0;2019-01-01
757;20142;MasterCard;Crédito;Empresarial;1036807;466118;8200916;1846795597,16;331072;112948330,63;2014-04-01
758;20154;Elo;Débito;Outros;37736759;11509711;129895431;7861125714,34;0;0,0;2015-10-01
759;20154;Elo;Crédito;Outros;297962;180948;1388226;101235881,45;0;0,0;2015-10-01
760;20133;American Express;Crédito;Empresarial;129768;35698;861881;175808126,24;35550;17988067,71;2013-07-01
761;20123;Cheque Eletrônico;Débito;Outros;2241389;660319;29096;4847488,75;0;0,0;2012-07-01
762;20242;Elo;Pré-Pago;Outros;4038981;2902364;13490667;547169173,57;0;0,0;2024-04-01
763;20112;VISA;Crédito;Básico Internacional;19332429;10452391;134366812;11604560153,47;3550996;394553549,86;2011-04-01
764;20114;VISA;Crédito;Outros;2257896;1040155;7423198;692636597,36;33527;7780321,14;2011-10-01
765;20234;American Express;Crédito;Platinum;18470;16137;404672;55060608,07;2168;808089,65;2023-10-01
766;20213;Elo;Débito;Empresarial;944685;380497;8581457;1217638095,37;0;0,0;2021-07-01
767;20113;MasterCard;Débito;Básico Nacional;2017456;748440;8979955;469497339,91;192;34599,66;2011-07-01
768;20234;American Express;Crédito;Premium;575631;468662;17160990;4678689953,19;419572;402128447,7;2023-10-01
769;20201;VISA;Crédito;Outros;4725055;708098;10541866;1326355882,71;63916;39619619,36;2020-01-01
770;20234;MasterCard;Crédito;Platinum;20276828;14426574;547441854;70420990648,99;3852700;907454247,67;2023-10-01
771;20142;VISA;Débito;Básico Nacional;8406655;3752620;55088331;3364520568,28;0;0,0;2014-04-01
772;20212;Elo;Pré-Pago;Básico Internacional;4961793;3252835;23618438;1064713127,17;254;35395,08;2021-04-01
773;20234;VISA;Pré-Pago;Intermediário;2078;8;16;232,71;0;0,0;2023-10-01
774;20203;American Express;Crédito;Básico Nacional;76581;44575;754889;100714295,01;4092;995980,68;2020-07-01
775;20191;VISA;Pré-Pago;Básico Nacional;1740385;193634;930895;626628773,5;24;204,0;2019-01-01
776;20131;MasterCard;Débito;Premium;176677;85895;884398;84078582,09;11989;4233370,34;2013-01-01
777;20223;MasterCard;Débito;Empresarial;1831816;664072;13832508;974592369,02;93;58206,03;2022-07-01
778;20191;American Express;Crédito;Intermediário;933716;818311;14402558;2155918309,72;292791;111690180,55;2019-01-01
779;20183;VISA;Pré-Pago;Básico Internacional;448344;416745;243154;73829410,57;758611;240972235,91;2018-07-01
780;20191;Elo;Pré-Pago;Outros;1973661;1512969;11473124;451480906,02;47;1770,84;2019-01-01
781;20232;Bandeira própria;Crédito;Intermediário;122724;32668;2272862;615555038,77;0;0,0;2023-04-01
782;20232;Elo;Crédito;Outros;328699;259929;13966898;2761243514,24;44332;26545867,62;2023-04-01
783;20222;VISA;Débito;Básico Nacional;12903318;7107017;188031511;12775789659,36;1348;225095,39;2022-04-01
784;20242;VISA;Débito;Platinum;1948655;1132993;45730362;3877775064,31;884;176112,32;2024-04-01
785;20221;VISA;Pré-Pago;Básico Internacional;17710410;7154292;73644589;3715689760,72;680972;123555240,22;2022-01-01
786;20193;VISA;Crédito;Básico Nacional;32819131;11982766;179286969;14252184831,3;245844;22972251,78;2019-07-01
787;20224;VISA;Crédito;Outros;12228124;3242282;45800630;5177637674,0;131025;68528744,16;2022-10-01
788;20164;VISA;Crédito;Outros;3085554;491826;7142421;873933913,92;48233;5744748,79;2016-10-01
789;20172;Elo;Crédito;Empresarial;459618;168806;2375813;501333704,25;0;0,0;2017-04-01
790;20231;MasterCard;Pré-Pago;Outros;19531475;2069836;14791764;775385065,59;86227;16040976,96;2023-01-01
791;20111;VISA;Crédito;Básico Nacional;36395366;17801062;137817373;9992456316,55;52572;4652284,69;2011-01-01
792;20242;Elo;Débito;Empresarial;1007410;403496;9128410;1170000000,0;0;0,0;2024-04-01
793;20174;VISA;Pré-Pago;Básico Nacional;1327128;133474;243646;408255686,05;0;0,0;2017-10-01
794;20131;MasterCard;Débito;Básico Internacional;117658304;34183326;453329125;25770221022,66;223970;51494944,27;2013-01-01
795;20241;MasterCard;Pré-Pago;Platinum;8806445;4058554;127085236;5931169665,41;0;0,0;2024-01-01
796;20154;MasterCard;Crédito;Outros;9322890;3870395;43724218;4662272745,41;12980;1876970,33;2015-10-01
797;20231;VISA;Pré-Pago;Básico Internacional;21678999;8173800;91046654;4630602357,34;1373778;250212856,83;2023-01-01
798;20114;VISA;Crédito;Premium;371609;256233;15377311;2473028511,18;862362;309434786,11;2011-10-01
799;20211;Outras;Débito;Outros;3479656;1833511;39151327;3613175238,08;0;0,0;2021-01-01
800;20124;Elo;Débito;Outros;6123576;1757121;11551983;665822611,18;0;0,0;2012-10-01
801;20111;MasterCard;Débito;Premium;114243;42703;496250;41309285,48;6542;1662361,28;2011-01-01
802;20123;Outras;Débito;Outros;2983402;1207837;25380488;1559663028,7;0;0,0;2012-07-01
803;20114;American Express;Crédito;Outros;12865;5782;142898;13528214,04;6113;1315942,18;2011-10-01
804;20232;Bandeira própria;Débito;Outros;24722;10603;13819;2407071,76;0;0,0;2023-04-01
805;20164;VISA;Débito;Platinum;1663002;1056297;34414505;2921680299,57;1951;354269,43;2016-10-01
806;20142;VISA;Crédito;Platinum;4674954;3129292;129366366;15443655597,06;5104446;1057073713,21;2014-04-01
807;20232;Elo;Pré-Pago;Básico Internacional;39896546;4690925;16304022;761834908,81;2536;648668,55;2023-04-01
808;20224;Elo;Pré-Pago;Básico Internacional;4329496;2758199;18651037;1185354817,79;1541;365339,22;2022-10-01
809;20163;VISA;Crédito;Empresarial;1641259;824494;13459266;3443423929,95;348832;165629153,71;2016-07-01
810;20133;Elo;Débito;Empresarial;22304;221;1680;220618,37;0;0,0;2013-07-01
811;20144;MasterCard;Crédito;Corporativo;70554;25788;894495;394126486,92;53071;31390524,57;2014-10-01
812;20173;Diners Club;Crédito;Premium;1;1;21;3125,5;6;14004,29;2017-07-01
813;20174;Elo;Débito;Básico Nacional;9244444;4133293;74670941;4649443546,78;0;0,0;2017-10-01
814;20212;Elo;Débito;Básico Nacional;197925610;79987298;930360168;57782932342,59;0;0,0;2021-04-01
815;20214;VISA;Débito;Intermediário;5111402;2897847;77041191;5929834237,46;946;183441,59;2021-10-01
816;20181;MasterCard;Débito;Intermediário;375296;249445;6521218;497421000,97;1413;338577,2;2018-01-01
817;20113;VISA;Débito;Básico Nacional;8555083;3685533;43090716;2344784938,61;13;1431,21;2011-07-01
818;20144;MasterCard;Débito;Platinum;1016082;477248;9190095;740547367,58;16914;5919569,58;2014-10-01
